word,class,level,meaning_vi
ignore,verb,b1,bỏ qua
ill,adjective,a2,bệnh
illegal,adjective,b1,bất hợp pháp
illness,noun,a2,bệnh tật
illusion,noun,b2,ảo tưởng
illustrate,verb,b2,minh họa
illustration,noun,b2,minh họa
image,noun,a2,hình ảnh
imagery,noun,c1,hình ảnh
imaginary,adjective,b1,tưởng tượng
imagination,noun,b2,trí tưởng tượng
imagine,verb,a1,tưởng tượng
immediate,adjective,b1,ngay lập tức
immediately,adverb,a2,ngay lập tức
immense,adjective,c1,bao la
immigrant,noun,b1,người nhập cư
immigration,noun,b2,nhập cư
imminent,adjective,c1,sắp xảy ra
immune,adjective,b2,miễn dịch
impact,noun,b1,sự va chạm
impact,verb,b1,đóng chặt vào
impatient,adjective,b2,thiếu kiên nhẫn
implement,verb,b2,thực hiện
implementation,noun,c1,thực hiện
implication,noun,b2,hàm ý
imply,verb,b2,ngụ ý
import,noun,b1,sự nhập
import,verb,b1,nhập
importance,noun,b1,tầm quan trọng
important,adjective,a1,quan trọng
impose,verb,b2,áp đặt
impossible,adjective,a2,không thể
impress,verb,b2,gây ấn tượng
impressed,adjective,b2,ấn tượng
impression,noun,b1,ấn tượng
impressive,adjective,b1,ấn tượng
imprison,verb,c1,bỏ tù
imprisonment,noun,c1,sự cầm tù
improve,verb,a1,cải thiện
improvement,noun,b1,sự cải thiện
in,adverb,a1,vào
in,preposition,a1,ở
inability,noun,c1,sự bất lực
inadequate,adjective,c1,không đầy đủ
inappropriate,adjective,c1,không phù hợp
incentive,noun,b2,sự khuyến khích
inch,noun,b2,inch
incidence,noun,c1,sự xuất hiện
incident,noun,b2,sự cố
inclined,adjective,c1,nghiêng
include,verb,a1,bao gồm
included,adjective,a2,bao gồm
including,preposition,a2,bao gồm
inclusion,noun,c1,sự bao gồm
income,noun,b2,thu nhập
incorporate,verb,b2,kết hợp
incorrect,adjective,b2,không đúng
increase,noun,a2,sự tăng
increase,verb,a2,tăng lên
increasingly,adverb,b2,ngày càng
incredible,adjective,a2,đáng kinh ngạc
incredibly,adverb,b1,vô cùng
incur,verb,c1,gánh chịu
indeed,adverb,b1,thực sự
independence,noun,b2,sự độc lập
independent,adjective,a2,độc lập
index,noun,b2,chỉ số
indicate,verb,b1,chỉ ra
indication,noun,b2,sự chỉ dẫn
indicator,noun,c1,chỉ số
indictment,noun,c1,bản cáo trạng
indigenous,adjective,c1,bản địa
indirect,adjective,b1,gián tiếp
individual,adjective,a2,riêng
individual,noun,a2,cá nhân
indoor,adjective,b1,trong nhà
indoors,adverb,b1,trong nhà
induce,verb,c1,gây ra
indulge,verb,c1,thưởng thức
industrial,adjective,b2,công nghiệp
industry,noun,a2,ngành
inequality,noun,c1,sự bất bình đẳng
inevitable,adjective,b2,không thể tránh khỏi
inevitably,adverb,b2,tất yếu
infamous,adjective,c1,khét tiếng
infant,noun,c1,trẻ sơ sinh
infect,verb,c1,lây nhiễm
infection,noun,b2,nhiễm trùng
infer,verb,b2,suy ra
inflation,noun,b2,lạm phát
inflict,verb,c1,gây ra
influence,noun,b1,ảnh hưởng
influence,verb,b1,có ảnh hưởng đến
influential,adjective,c1,có ảnh hưởng
info,noun,b2,thông tin
inform,verb,b2,thông báo
informal,adjective,a2,không chính thức
information,noun,a1,thông tin
infrastructure,noun,b2,cơ sở hạ tầng
ingredient,noun,b1,thành phần
inhabitant,noun,b2,cư dân
inherent,adjective,c1,vốn có
inherit,verb,b2,kế thừa
inhibit,verb,c1,ức chế
initial,adjective,b2,ban đầu
initially,adverb,b2,ban đầu
initiate,verb,c1,bắt đầu
initiative,noun,b2,sáng kiến ​​
inject,verb,c1,tiêm
injection,noun,c1,tiêm
injure,verb,b1,làm tổn thương
injured,adjective,b1,bị thương
injury,noun,a2,vết thương
injustice,noun,c1,sự bất công
ink,noun,b2,mực
inmate,noun,c1,tù nhân
inner,adjective,b2,bên trong
innocent,adjective,b1,vô tội
innovation,noun,b2,sự đổi mới
innovative,adjective,b2,đổi mới
input,noun,b2,đầu vào
inquiry,noun,b2,cuộc điều tra
insect,noun,a2,côn trùng
insert,verb,b2,chèn
insertion,noun,c1,chèn
inside,adjective,a2,ở trong
inside,adverb,a2,bên trong
inside,noun,a2,mặt trong
inside,preposition,a2,ở phía trong
insider,noun,c1,người trong cuộc
insight,noun,b2,cái nhìn sâu sắc
insist,verb,b2,nhấn mạnh
inspect,verb,c1,kiểm tra
inspection,noun,c1,sự kiểm tra
inspector,noun,b2,thanh tra
inspiration,noun,c1,nguồn cảm hứng
inspire,verb,b2,truyền cảm hứng
install,verb,b2,cài đặt
installation,noun,b2,cài đặt
instance,noun,b2,ví dụ
instant,adjective,b2,ngay lập tức
instantly,adverb,b2,ngay lập tức
instead,adverb,a2,thay vào đó
instinct,noun,c1,bản năng
institute,noun,b2,viện
institution,noun,b2,cơ quan
institutional,adjective,c1,thể chế
instruct,verb,c1,hướng dẫn
instruction,noun,a2,sự hướng dẫn
instructor,noun,a2,người hướng dẫn
instrument,noun,a2,nhạc cụ
instrumental,adjective,c1,nhạc cụ
insufficient,adjective,c1,không đủ
insult,noun,c1,lời lăng mạ
insult,verb,c1,lăng mạ
insurance,noun,b2,bảo hiểm
intact,adjective,c1,nguyên vẹn
intake,noun,c1,lượng vào
integral,adjective,c1,tích phân
integrate,verb,b2,tích hợp
integrated,adjective,c1,tích hợp
integration,noun,c1,sự tích hợp
integrity,noun,c1,tính toàn vẹn
intellectual,adjective,b2,trí óc
intellectual,noun,c1,người trí thức
intelligence,noun,b1,trí thông minh
intelligent,adjective,a2,thông minh
intend,verb,b1,dự định
intended,adjective,b2,dự định
intense,adjective,b2,mãnh liệt
intensify,verb,c1,tăng cường
intensity,noun,c1,cường độ
intensive,adjective,c1,chuyên sâu
intent,noun,c1,ý định
intention,noun,b1,ý định
interact,verb,b2,tương tác
interaction,noun,b2,sự tương tác
interactive,adjective,c1,tương tác
interest,noun,a1,sự quan tâm
interest,verb,a1,làm cho quan tâm
interested,adjective,a1,quan tâm
interesting,adjective,a1,thú vị
interface,noun,c1,giao diện
interfere,verb,c1,can thiệp
interference,noun,c1,sự can thiệp
interim,adjective,c1,tạm thời
interior,adjective,c1,ở trong
interior,noun,c1,phần trong
intermediate,adjective,c1,trung gian
internal,adjective,b2,nội bộ
international,adjective,a2,quốc tế
internet,noun,a1,mạng
interpret,verb,b2,giải nghĩa
interpretation,noun,b2,sự diễn giải
interrupt,verb,b2,làm gián đoạn
interval,noun,b2,khoảng
intervene,verb,c1,can thiệp
intervention,noun,c1,sự can thiệp
interview,noun,a1,sự gặp gỡ
interview,verb,a1,gặp riêng
intimate,adjective,c1,thân mật
into,preposition,a1,vào
intriguing,adjective,c1,hấp dẫn
introduce,verb,a1,giới thiệu
introduction,noun,a2,sự giới thiệu
invade,verb,b2,xâm chiếm
invasion,noun,b2,cuộc xâm lược
invent,verb,a2,phát minh ra
invention,noun,a2,phát minh
invest,verb,b1,đầu tư
investigate,verb,b1,điều tra
investigation,noun,b2,cuộc điều tra
investigator,noun,c1,điều tra viên
investment,noun,b2,đầu tư
investor,noun,b2,nhà đầu tư
invisible,adjective,c1,vô hình
invitation,noun,a2,lời mời
invite,verb,a2,mời
invoke,verb,c1,gọi
involve,verb,a2,liên quan đến
involved,adjective,b1,liên quan
involvement,noun,c1,sự tham gia
iron,noun,b1,sắt
iron,verb,b1,tra sắt vào
ironic,adjective,c1,mỉa mai
ironically,adverb,c1,trớ trêu thay
irony,noun,c1,sự mỉa mai
irrelevant,adjective,c1,không liên quan
island,noun,a1,đảo
isolate,verb,b2,cô lập
isolated,adjective,b2,bị cô lập
isolation,noun,c1,sự cô lập
issue,noun,b1,sự phát ra
issue,verb,b2,đưa ra
IT,noun,b1,cntt
it,pronoun,a1,nó
item,noun,a2,mục
its,determiner,a1,nó
itself,pronoun,a2,chính nó
jacket,noun,a1,áo khoác
jail,noun,b2,tù
jail,verb,b2,tống giam
jam,noun,a2,mứt
January,noun,a1,tháng giêng
jazz,noun,a2,nhạc jazz
jeans,noun,a1,quần jean
jet,noun,b2,máy bay phản lực
jewellery,noun,a2,đồ trang sức
job,noun,a1,công việc
join,verb,a1,tham gia
joint,adjective,b2,chung
joint,noun,b2,chỗ nối
joke,noun,a2,lời nói đùa
joke,verb,a2,nói đùa
journal,noun,b1,tạp chí
journalism,noun,b2,báo chí
journalist,noun,a2,nhà báo
journey,noun,a1,hành trình
joy,noun,b2,niềm vui
judge,noun,b1,quan toà
judge,verb,b1,xét xử
judgement,noun,b2,sự phán xét
judicial,adjective,c1,tư pháp
juice,noun,a1,nước trái cây
July,noun,a1,tháng bảy
jump,noun,a2,sự nhảy
jump,verb,a2,nhảy
junction,noun,c1,ngã ba
June,noun,a1,tháng sáu
junior,adjective,b2,thiếu niên
jurisdiction,noun,c1,quyền tài phán
jury,noun,b2,bồi thẩm đoàn
just,adjective,c1,công bằng
just,adverb,a1,đúng
justice,noun,b2,công lý
justification,noun,c1,sự biện minh
justify,verb,b2,biện minh
keen,adjective,b1,quan tâm
keep,verb,a1,giữ
key,adjective,a1,chìa khóa
key,noun,a1,chìa khoá
key,verb,b1,khoá lại
keyboard,noun,b1,bàn phím
kick,noun,b1,trôn chai
kick,verb,b1,đá
kid,noun,a2,đứa trẻ
kidnap,verb,c1,bắt cóc
kidney,noun,c1,thận
kill,verb,a2,giết
killing,noun,b1,giết chết
kilometre,noun,a1,km
kind,adjective,b1,tử tế
kind,noun,a1,loài giống
king,noun,a2,vua
kingdom,noun,c1,vương quốc
kiss,noun,b1,cái hôn
kiss,verb,b1,hôn
kit,noun,b2,bộ
kitchen,noun,a1,nhà bếp
knee,noun,a2,đầu gối
knife,noun,a2,con dao
knock,noun,b1,cú đánh
knock,verb,a2,đập
know,verb,a1,biết
knowledge,noun,a2,kiến thức
lab,noun,a2,phòng thí nghiệm
label,noun,b1,một miếng vật liệu
label,verb,b1,ngoại động từ. dán
laboratory,noun,b1,phòng thí nghiệm
labour,noun,b2,lao động
lack,noun,b1,sự thiếu
lack,verb,b1,thiếu
lad,noun,c1,chàng trai
ladder,noun,b2,cái thang
lady,noun,a2,quý bà
lake,noun,a2,hồ
lamp,noun,a2,đèn
land,noun,a1,đất
land,verb,a2,đưa vào bờ
landing,noun,b2,hạ cánh
landlord,noun,c1,chủ nhà
landmark,noun,c1,cột mốc
landscape,noun,b2,phong cảnh
lane,noun,b2,làn đường
language,noun,a1,ngôn ngữ
lap,noun,c1,lòng
laptop,noun,a2,máy tính xách tay
large,adjective,a1,lớn
large-scale,adjective,c1,quy mô lớn
largely,adverb,b2,phần lớn
laser,noun,c1,tia laze
last,adverb,a2,cuối cùng
last,determiner,a1,cuối cùng
last,noun,a2,khuôn giày
last,verb,a2,tồn tại
late,adjective,a1,muộn
late,adverb,a1,muộn
lately,adverb,b2,gần đây
later,adjective,a2,muộn hơn
later,adverb,a1,về sau
latest,adjective,b1,muộn nhất
latest,noun,b2,mới nhất
latter,adjective,c1,sau cùng
latter,noun,c1,sau
laugh,noun,a1,tiếng cười
laugh,verb,a1,cười
laughter,noun,a2,tiếng cười
launch,noun,b2,xuồng lớn
launch,verb,b2,hạ thuỷ
law,noun,a2,luật
lawn,noun,c1,bãi cỏ
lawsuit,noun,c1,vụ kiện
lawyer,noun,a2,luật sư
lay,verb,b1,nằm
layer,noun,b1,lớp
layout,noun,c1,bố cục
lazy,adjective,a2,lười biếng
lead,noun,b1,chì
lead,verb,a2,buộc chì
leader,noun,a2,người lãnh đạo
leadership,noun,b2,sự lãnh đạo
leading,adjective,b1,dẫn đầu
leaf,noun,b1,lá
leaflet,noun,b2,tờ rơi
league,noun,b2,giải đấu
leak,noun,c1,lỗ thủng
leak,verb,c1,lọt qua
lean,verb,b2,nạc
leap,noun,c1,sự nhảy
leap,verb,c1,nhảy qua
learn,verb,a1,học
learning,noun,a2,học tập
least,adverb,a2,tối thiểu
least,determiner,a2,ít nhất
least,pronoun,a2,ít nhất
leather,noun,b1,da
leave,noun,b2,sự cho phép
leave,verb,a1,để lại
lecture,noun,a2,bài diễn thuyết
lecture,verb,a2,diễn thuyết
left,adjective,a1,trái
left,adverb,a1,trái
left,noun,a1,phía bên trái
leg,noun,a1,chân
legacy,noun,c1,di sản
legal,adjective,b1,hợp pháp
legend,noun,b2,truyền thuyết
legendary,adjective,c1,huyền thoại
legislation,noun,c1,pháp luật
legislative,adjective,c1,lập pháp
legislature,noun,c1,cơ quan lập pháp
legitimate,adjective,c1,hợp pháp
leisure,noun,b1,nhàn rỗi
lemon,noun,a2,chanh
lend,verb,a2,cho mượn
length,noun,b1,chiều dài
lengthy,adjective,c1,dài
lens,noun,b2,ống kính
lesbian,adjective,c1,đồng tính nữ
less,adverb,a2,nhỏ hơn
less,determiner,a2,ít hơn
less,pronoun,a2,ít hơn
lesser,adjective,c1,ít hơn
lesson,noun,a1,bài học
let,verb,a1,hãy
lethal,adjective,c1,gây chết người
letter,noun,a1,lá thư
level,adjective,b1,phẳng
level,noun,a2,ống bọt nước
level,verb,b2,san phẳng
liable,adjective,c1,chịu trách nhiệm
liberal,adjective,c1,rộng rãi
liberal,noun,c1,người theo chủ nghĩa
liberation,noun,c1,sự giải phóng
liberty,noun,c1,tự do
library,noun,a1,thư viện
licence,noun,b2,giấy phép
license,verb,c1,giấy phép
lie,noun,b1,sự nói dối
lie,verb,a1,nói dối
lie,verb,b1,nói dối
life,noun,a1,cuộc sống
lifelong,adjective,c1,suốt đời
lifestyle,noun,a2,lối sống
lifetime,noun,b2,trọn đời
lift,noun,a2,sự nâng lên
lift,verb,a2,giơ lên
light,adjective,a1,sáng sủa
light,noun,a1,ánh sáng
light,verb,a2,đốt
lighting,noun,b2,ánh sáng
like,noun,b1,người thuộc loại như
like,preposition,a1,như
like,verb,a1,thích ưa
likelihood,noun,c1,khả năng
likely,adjective,a2,có thể
likewise,adverb,b2,tương tự
limb,noun,c1,chân tay
limit,noun,b1,giới hạn
limit,verb,b1,giới hạn
limitation,noun,b2,giới hạn
limited,adjective,b2,hạn chế
line,noun,a1,dây
line,verb,b2,vạch
line-up,noun,c1,xếp hàng
linear,adjective,c1,tuyến tính
linger,verb,c1,nán lại
link,noun,a2,trong đời sống. liên
link,verb,a2,trong đời sống. hành
lion,noun,a1,sư tử
lip,noun,b1,môi
liquid,adjective,b1,lỏng
liquid,noun,b1,chất lỏng
list,noun,a1,trạng thái nghiêng
list,verb,a1,viềm
listen,verb,a1,lắng nghe
listener,noun,a2,người nghe
listing,noun,c1,danh sách
literacy,noun,c1,khả năng đọc viết
literally,adverb,b2,theo nghĩa đen
literary,adjective,b2,văn học
literature,noun,b1,văn học
litre,noun,b2,lít
litter,noun,b2,rác
little,adjective,a1,nhỏ bé
little,adverb,a2,ít
little,determiner,a1,ít
little,pronoun,a1,nhỏ
live,adjective,b1,sống
live,adverb,b1,sống
live,verb,a1,sống
lively,adjective,b2,sống động
liver,noun,c1,gan
living,adjective,b1,sống
living,noun,b1,cuộc sống sinh hoạt
load,noun,b2,vậy nặng
load,verb,b2,chất
loan,noun,b2,khoản vay
lobby,noun,c1,hành lang.lbb
lobby,verb,c1,vận động ở hành
local,adjective,a1,địa phương
local,noun,b1,người dân địa phương
locate,verb,b1,định vị
located,adjective,b1,nằm
location,noun,b1,vị trí
lock,noun,a2,khóa
lock,verb,a2,khóa
log,noun,c1,khúc gỗ mới đốn
log,verb,c1,chặt thành từng khúc
logic,noun,c1,logic
logical,adjective,b2,logic
logo,noun,b2,biểu tượng
lonely,adjective,b1,cô đơn
long,adjective,a1,dài
long,adverb,a1,lâu
long-standing,adjective,c1,lâu đời
long-term,adjective,b2,dài hạn
long-term,adverb,b2,lâu dài
long-time,adjective,c1,lâu dài
look,noun,a2,cái nhìn
look,verb,a1,nhìn
loom,verb,c1,khung dệt
loop,noun,c1,vòng lặp
loose,adjective,b2,lỏng lẻo
lord,noun,b2,chúa tể
lorry,noun,a2,xe tải
lose,verb,a1,thua
loss,noun,b1,mất mát
lost,adjective,a2,bị mất
lot,adverb,a1,nhiều
lot,determiner,a1,lô
lot,pronoun,a1,rất nhiều
lottery,noun,b2,xổ số
loud,adjective,a2,to
loud,adverb,a2,to
loudly,adverb,a2,lớn tiếng
love,noun,a1,lòng yêu
love,verb,a1,yêu
lovely,adjective,a2,đáng yêu
low,adjective,a2,thấp
low,adverb,a2,thấp
low,noun,b2,tiếng rống
lower,verb,b2,thấp hơn
loyal,adjective,b2,trung thành
loyalty,noun,c1,lòng trung thành
luck,noun,a2,may mắn
lucky,adjective,a2,may mắn
lunch,noun,a1,bữa trưa
lung,noun,b2,phổi
luxury,adjective,b1,sang trọng
luxury,noun,b1,sự xa xỉ
lyric,noun,b2,lời bài hát
machine,noun,a1,máy
machinery,noun,c1,máy móc
mad,adjective,b1,điên
magazine,noun,a1,tạp chí
magic,adjective,b1,ma thuật
magic,noun,b1,ma thuật
magical,adjective,c1,huyền diệu
magistrate,noun,c1,thẩm phán
magnetic,adjective,c1,từ tính
magnificent,adjective,b2,tráng lệ
magnitude,noun,c1,độ lớn
mail,noun,a2,áo giáp
mail,verb,a2,mặc áo giáp
main,adjective,a1,chính
mainland,noun,c1,đất liền
mainly,adverb,b1,chủ yếu
mainstream,adjective,c1,chủ đạo
mainstream,noun,c1,xu hướng chủ đạo
maintain,verb,b2,duy trì
maintenance,noun,c1,bảo trì
major,adjective,a2,lớn
major,noun,,thiếu tá
majority,noun,b2,đa số
make,noun,b2,hình dáng
make,verb,a1,làm
make-up,noun,b2,trang điểm
making,noun,b2,làm
male,adjective,a2,trai
male,noun,a2,con trai
mall,noun,b1,trung tâm mua sắm
man,noun,a1,người đàn ông
manage,verb,a2,quản lý
management,noun,b1,quản lý
manager,noun,a2,người quản lý
mandate,noun,c1,sự ủy thác
mandatory,adjective,c1,bắt buộc
manifest,verb,c1,biểu hiện
manipulate,verb,c1,thao túng
manipulation,noun,c1,sự thao túng
manner,noun,a2,cách
manufacture,verb,b2,sản xuất
manufacturing,noun,b2,sản xuất
manuscript,noun,c1,bản thảo
many,determiner,a1,nhiều
many,pronoun,a1,nhiều
map,noun,a1,bản đồ
map,verb,b2,vẽ lên bản đồ
marathon,noun,b2,maratông
March,noun,a1,tháng ba
march,noun,c1,tháng ba
march,verb,c1,trường chinh
margin,noun,b2,lề
marginal,adjective,c1,cận biên
marine,adjective,c1,biển
mark,noun,a2,dấu
mark,verb,a2,đánh dấu
marker,noun,b2,điểm đánh dấu
market,noun,a1,chợ
market,verb,b1,bán ở chợ
marketing,noun,b1,tiếp thị
marketplace,noun,c1,chợ
marriage,noun,b1,hôn nhân
married,adjective,a1,đã kết hôn
marry,verb,a2,kết hôn
martial,adjective,b2,võ
mask,noun,c1,mặt nạ
mass,adjective,b2,khối lượng
mass,noun,b2,lễ mét
massacre,noun,c1,vụ thảm sát
massive,adjective,b2,đồ sộ
master,noun,b2,chủ
master,verb,b2,làm chủ
match,noun,a1,diêm
match,verb,a1,đối chọi
matching,adjective,b2,phù hợp
mate,noun,b2,nước chiếu tướng
mate,verb,b2,chiếu tướng cho bí
material,adjective,b2,vật chất
material,noun,a2,chất
mathematical,adjective,c1,toán học
mathematics,noun,a2,toán học
maths,noun,a2,toán học
matter,noun,a2,chất
matter,verb,a2,có ý nghĩa
mature,adjective,c1,chín
mature,verb,c1,làm cho chín
maximize,verb,c1,tối đa hóa
maximum,adjective,b2,cực độ
maximum,noun,b2,điểm cao nhất
May,noun,a1,tháng năm
may,modal verb,a2,có thể
maybe,adverb,a1,có lẽ
mayor,noun,b2,thị trưởng
me,pronoun,a1,tôi
meal,noun,a1,bữa ăn
mean,verb,a1,nghĩa
meaning,noun,a1,ý nghĩa
meaningful,adjective,c1,có ý nghĩa
means,noun,b2,có nghĩa là
meantime,noun,c1,trong khi đó
meanwhile,adverb,b1,trong khi đó
measure,noun,b1,sự đo
measure,verb,b1,đo
measurement,noun,b2,đo lường
meat,noun,a1,thịt
mechanic,noun,b2,thợ cơ khí
mechanical,adjective,b2,cơ khí
mechanism,noun,b2,cơ chế
medal,noun,b2,huy chương
media,noun,a2,phương tiện truyền thông
medical,adjective,a2,y tế
medication,noun,b2,thuốc
medicine,noun,a2,thuốc
medieval,adjective,c1,thời trung cổ
meditation,noun,c1,thiền
medium,adjective,b1,trung bình
medium,noun,b2,người trung gian
meet,verb,a1,gặp gỡ
meeting,noun,a1,cuộc họp
melody,noun,c1,giai điệu
melt,verb,b2,tan chảy
member,noun,a1,thành viên
membership,noun,b2,thành viên
memo,noun,c1,bản ghi nhớ
memoir,noun,c1,hồi ký
memorable,adjective,b2,đáng nhớ
memorial,noun,c1,đài tưởng niệm
memory,noun,a2,trí nhớ
mental,adjective,b1,tinh thần
mention,noun,b1,sự kể ra
mention,verb,a2,kể ra
mentor,noun,c1,người cố vấn
menu,noun,a1,thực đơn
merchant,noun,c1,người buôn bán
mercy,noun,c1,lòng thương xót
mere,adjective,c1,chỉ
merely,adverb,c1,chỉ
merge,verb,c1,hợp nhất
merger,noun,c1,sự sáp nhập
merit,noun,c1,công đức
mess,noun,b1,lộn xộn
message,noun,a1,tin nhắn
metal,noun,a2,kim loại
metaphor,noun,b2,ẩn dụ
method,noun,a2,phương pháp
methodology,noun,c1,phương pháp
metre,noun,a1,mét
middle,adjective,a2,ở giữa
middle,noun,a2,giữa
midnight,noun,a1,nửa đêm
midst,noun,c1,ở giữa
might,modal verb,a2,có thể
migration,noun,c1,sự di cư
mild,adjective,b1,nhẹ
mile,noun,a1,dặm
militant,adjective,c1,chiến đấu
militant,noun,c1,người chiến đấu
military,adjective,b2,quân đội
military,noun,b2,the military quân đội
militia,noun,c1,dân quân
milk,noun,a1,sữa
mill,noun,c1,cối xay
million,number,a1,triệu
mind,noun,a2,tâm
mind,verb,a2,chú ý
mine,noun,b1,mỏ
mine,pronoun,a2,của tôi
miner,noun,b2,thợ mỏ
mineral,noun,b2,khoáng sản
minimal,adjective,c1,tối thiểu
minimize,verb,c1,giảm thiểu
minimum,adjective,b2,tối thiểu
minimum,noun,b2,số lượng tối thiểu
mining,noun,c1,khai thác mỏ
minister,noun,b2,bộ trưởng
ministry,noun,c1,bộ
minor,adjective,b2,thứ yếu
minority,noun,b2,thiểu số
minute,adjective,c1,nhỏ
minute,noun,a1,phút
miracle,noun,c1,phép lạ
mirror,noun,a2,tấm gương
miserable,adjective,b2,khốn khổ
misery,noun,c1,khốn khổ
misleading,adjective,c1,gây hiểu lầm
miss,verb,a1,nhớ
missile,noun,c1,tên lửa
missing,adjective,a2,thiếu
mission,noun,b2,sứ mệnh
mistake,noun,a1,lỗi
mistake,verb,b2,phạm sai lầm
mix,noun,b1,trộn
mix,verb,b1,trộn
mixed,adjective,b2,hỗn hợp
mixture,noun,b1,hỗn hợp
mob,noun,c1,đám đông
mobile,adjective,a2,chuyển động
mobile,noun,a2,di động
mobility,noun,c1,tính di động
mobilize,verb,c1,huy động
mode,noun,b2,chế độ
model,noun,a1,kiểu
model,verb,b2,làm mẫu
moderate,adjective,c1,vừa phải
modern,adjective,a1,hiện đại
modest,adjective,b2,khiêm tốn
modification,noun,c1,sửa đổi
modify,verb,b2,sửa đổi
moment,noun,a1,khoảnh khắc
momentum,noun,c1,đà
Monday,noun,a1,thứ hai
money,noun,a1,tiền
monitor,noun,b2,trưởng lớp
monitor,verb,b2,nghe và ghi các
monk,noun,c1,tu sĩ
monkey,noun,a2,con khỉ
monopoly,noun,c1,sự độc quyền
monster,noun,b2,quái vật
month,noun,a1,tháng
monthly,adjective,b2,hàng tháng
monument,noun,b2,tượng đài
mood,noun,b1,tâm trạng
moon,noun,a2,mặt trăng
moral,adjective,b2,đạo đức
moral,noun,b2,bài học
morality,noun,c1,đạo đức
more,adverb,a1,hơn
more,determiner,a1,nhiều hơn
more,pronoun,a1,hơn nữa
moreover,adverb,b2,hơn nữa
morning,noun,a1,buổi sáng
mortgage,noun,b2,thế chấp
mosque,noun,b2,nhà thờ hồi giáo
most,adverb,a1,nhất
most,determiner,a1,nhất
most,pronoun,a1,nhất
mostly,adverb,a2,hầu hết
mother,noun,a1,mẹ
motion,noun,b2,chuyển động
motivate,verb,b2,thúc đẩy
motivation,noun,b2,động lực
motive,noun,c1,động cơ
motor,adjective,b2,vận động
motor,noun,b2,động cơ mô tô
motorcycle,noun,a2,xe gắn máy
motorist,noun,c1,người lái xe
mount,verb,b2,gắn kết
mountain,noun,a1,núi
mouse,noun,a1,chuột
mouth,noun,a1,miệng
move,noun,b1,sự chuyển động
move,verb,a1,chuyển
movement,noun,a2,chuyển động
movie,noun,a1,phim
moving,adjective,b2,di chuyển
much,adverb,a1,nhiều
much,determiner,a1,nhiều
much,pronoun,a1,nhiều
mud,noun,b1,bùn
multiple,adjective,b2,nhiều
multiply,verb,b2,nhân lên
mum,noun,a1,mẹ
municipal,adjective,c1,thành phố
murder,noun,b1,tội giết người
murder,verb,b1,giết
muscle,noun,b1,cơ bắp
museum,noun,a1,bảo tàng
music,noun,a1,âm nhạc
musical,adjective,a2,nhạc
musical,noun,b1,chương trình nhạc
musician,noun,a2,nhạc sĩ
must,modal verb,a1,phải
mutual,adjective,c1,lẫn nhau
my,determiner,a1,của tôi
myself,pronoun,a2,bản thân tôi
mysterious,adjective,b2,bí ẩn
mystery,noun,b1,bí ẩn
myth,noun,b2,huyền thoại
nail,noun,b1,cái đinh
naked,adjective,b2,khỏa thân
name,noun,a1,tên
name,verb,a1,đặt tên
namely,adverb,c1,cụ thể là
narrative,adjective,b1,dưới hình thức kể
narrative,noun,b1,chuyện kể
narrow,adjective,a2,hẹp
narrow,verb,b2,thu hẹp
nasty,adjective,b2,khó chịu
nation,noun,b1,dân tộc
national,adjective,a2,dân tộc
national,noun,b2,kiều dân
nationwide,adjective,c1,toàn quốc
native,adjective,b1,nơi sinh
native,noun,b1,người sinh ở
natural,adjective,a1,tự nhiên
naturally,adverb,b1,một cách tự nhiên
nature,noun,a2,thiên nhiên
naval,adjective,c1,hải quân
navigation,noun,b2,điều hướng
near,adjective,a1,gần
near,adverb,a1,gần
near,preposition,a1,gần
nearby,adjective,b2,gần
nearby,adverb,b2,gần đó
nearly,adverb,a2,gần
neat,adjective,b2,gọn gàng
necessarily,adverb,b1,nhất thiết
necessary,adjective,a2,cần thiết
necessity,noun,b2,sự cần thiết
neck,noun,a2,cổ
need,noun,a2,sự cần
need,verb,a1,cần
need,modal verb,b1,cần
needle,noun,b1,kim
negative,adjective,a1,không
negative,noun,b2,lời từ chối
neglect,noun,c1,sự sao lãng
neglect,verb,c1,sao lãng
negotiate,verb,b2,đàm phán
negotiation,noun,b2,đàm phán
neighbour,noun,a1,hàng xóm
neighbourhood,noun,b1,khu phố
neighbouring,adjective,c1,lân cận
neither,adverb,b1,không... mà cũng không
neither,determiner,a2,không
neither,pronoun,a2,không cái nào
nerve,noun,b2,dây thần kinh
nervous,adjective,a2,lo lắng
nest,noun,c1,tổ
net,adjective,c1,thực
net,noun,b1,lưới
network,noun,a2,mạng
neutral,adjective,b2,trung lập
never,adverb,a1,không bao giờ
nevertheless,adverb,b2,tuy nhiên
new,adjective,a1,mới
newly,adverb,b2,mới
news,noun,a1,tin tức
newsletter,noun,c1,bản tin
newspaper,noun,a1,tờ báo
next,adjective,a1,sát
next,adverb,a1,sau
next,noun,b1,gần bên
next to,preposition,a1,bên cạnh
nice,adjective,a1,tốt đẹp
niche,noun,c1,hốc
night,noun,a1,đêm
nightmare,noun,b2,cơn ác mộng
nine,number,a1,chín
nineteen,number,a1,mười chín
ninety,number,a1,chín mươi
no,determiner,a1,không
no,exclamation,a1,không
no one,pronoun,a1,không có ai
noble,adjective,c1,cao quý
nobody,pronoun,a1,không ai
nod,verb,c1,gật đầu
noise,noun,a2,tiếng ồn
